,posicion,juego,dinero,jugadores,torneos,fecha
1521,14.0,Call of Duty: Black Ops III,56360.12,81,9,2015-11-01
1522,15.0,Ultra Street Fighter IV,55020.44,33,11,2015-11-01
1523,16.0,CrossFire,42216.98,43,9,2015-11-01
1524,17.0,S.K.I.L.L. - Special Force 2,30012.5,22,1,2015-11-01
1525,18.0,Super Smash Bros. for Wii U,26886.7,147,36,2015-11-01
1526,19.0,FIFA 16,15347.0,9,3,2015-11-01
1527,20.0,Attack on Titan Tribute Game,15000.0,6,1,2015-11-01
1528,21.0,TrackMania 2: Stadium,15000.0,4,1,2015-11-01
1529,22.0,Super Street Fighter IV Arcade Edition,13712.98,8,1,2015-11-01
1530,23.0,Project M,13711.8,79,16,2015-11-01
1531,24.0,Halo 5: Guardians,10400.0,15,3,2015-11-01
1532,25.0,ShootMania Storm,10000.0,0,1,2015-11-01
1533,26.0,Point Blank,8370.59,13,2,2015-11-01
1534,27.0,Rocket League,5231.95,41,20,2015-11-01
1535,28.0,Team Fortress 2,5180.0,24,2,2015-11-01
1536,29.0,rFactor 2,4135.99,34,1,2015-11-01
1537,30.0,WarCraft III,3133.19,17,7,2015-11-01
1538,31.0,Age of Empires II,2986.83,29,4,2015-11-01
1539,32.0,World of Tanks,2598.29,3,1,2015-11-01
1540,33.0,StarCraft: Brood War,2156.58,22,12,2015-11-01
1541,34.0,Grey Goo,2000.0,4,1,2015-11-01
1542,35.0,Chess.com,1999.99,10,2,2015-11-01
1543,36.0,Ultimate Marvel vs. Capcom 3,1322.39,8,1,2015-11-01
1544,37.0,Call of Duty: Advanced Warfare,1306.13,21,3,2015-11-01
1545,38.0,Battlefield 4,1081.8,12,6,2015-11-01
1546,39.0,Guilty Gear Xrd -SIGN-,1040.54,13,4,2015-11-01
1547,40.0,Project Cars,843.0,9,15,2015-11-01
1548,41.0,Overwatch,760.0,37,5,2015-11-01
1549,42.0,Mortal Kombat X,450.99,3,1,2015-11-01
1550,43.0,Super Smash Bros.,421.23,7,3,2015-11-01
1551,44.0,Age of Empires III,385.0,4,1,2015-11-01
1552,45.0,Super Street Fighter II Turbo,328.69,3,1,2015-11-01
1553,46.0,BlazBlue: Chronophantasma Extend,321.04,3,1,2015-11-01
1554,47.0,Unreal Tournament (2016),314.63,9,2,2015-11-01
1555,48.0,Under Night In-Birth EXE: Late,305.76,3,1,2015-11-01
1556,49.0,Brawlhalla,300.0,8,3,2015-11-01
1557,50.0,Quake Live,200.0,3,2,2015-11-01
1558,51.0,King of Fighters XIII,191.1,3,1,2015-11-01
1559,52.0,Persona 4 Arena Ultimax,168.16,3,1,2015-11-01
1560,53.0,Virtua Fighter 5 Final Showdown,145.23,3,1,2015-11-01
1561,54.0,Killer Instinct (2013),122.3,3,1,2015-11-01
1562,55.0,Skullgirls Encore,122.3,3,1,2015-11-01
1563,56.0,Dead or Alive 5: Last Round,107.01,3,1,2015-11-01
1564,57.0,Tekken Tag Tournament 2,76.44,3,1,2015-11-01
1565,1.0,Dota 2,1485828.54,294,23,2015-12-01
1566,2.0,Counter-Strike: Global Offensive,666854.51,1071,88,2015-12-01
1567,3.0,League of Legends,442312.76,309,17,2015-12-01
1568,4.0,Hearthstone,382631.27,85,14,2015-12-01
1569,5.0,Heroes of the Storm,357887.2,145,16,2015-12-01
1570,6.0,World of Tanks,308494.4,14,1,2015-12-01
1571,7.0,CrossFire,299982.58,50,7,2015-12-01
1572,8.0,Ultra Street Fighter IV,255551.5,20,10,2015-12-01
1573,9.0,StarCraft II,251995.21,131,55,2015-12-01
1574,10.0,WarCraft III,112682.24,13,7,2015-12-01
1575,11.0,SMITE,50000.0,30,1,2015-12-01
1576,12.0,Tekken 7,41334.27,3,1,2015-12-01
1577,13.0,Counter-Strike Online,40000.0,15,1,2015-12-01
1578,14.0,Vainglory,30000.0,20,1,2015-12-01
1579,15.0,Call of Duty: Black Ops III,21237.33,85,14,2015-12-01
1580,16.0,Heroes of Newerth,20978.91,20,3,2015-12-01
1581,17.0,Super Smash Bros. Melee,18353.17,98,37,2015-12-01
1582,18.0,Team Fortress 2,18315.0,84,4,2015-12-01
1583,19.0,Super Smash Bros. for Wii U,17837.01,82,21,2015-12-01
1584,20.0,Point Blank,11360.0,20,1,2015-12-01
1585,21.0,Age of Empires,9000.0,17,5,2015-12-01
1586,22.0,Age of Empires II,7050.0,64,2,2015-12-01
1587,23.0,Rocket League,6812.08,42,14,2015-12-01
1588,24.0,Halo 5: Guardians,6566.94,21,3,2015-12-01
1589,25.0,FIFA 16,5751.43,12,3,2015-12-01
1590,26.0,osu!,5000.0,239,1,2015-12-01
1591,27.0,StarCraft: Brood War,4310.0,6,2,2015-12-01
1592,28.0,Overwatch,2560.0,24,5,2015-12-01
1593,29.0,Project M,2490.0,10,2,2015-12-01
1594,30.0,Chess.com,1999.99,11,2,2015-12-01
1595,31.0,TrackMania 2: Stadium,1087.27,4,1,2015-12-01
1596,32.0,Battlefield 4,988.09,14,5,2015-12-01
1597,33.0,Brawlhalla,810.0,11,3,2015-12-01
1598,34.0,Project Cars,672.0,7,12,2015-12-01
1599,35.0,iRacing.com,444.0,3,1,2015-12-01
1600,36.0,Age of Mythology,250.0,4,1,2015-12-01
1601,37.0,Quake Live,200.0,2,2,2015-12-01
1602,38.0,Guilty Gear Xrd -SIGN-,180.0,5,5,2015-12-01
1603,39.0,Killer Instinct (2013),90.0,3,1,2015-12-01
1604,1.0,SMITE,1175000.0,90,2,2016-01-01
1605,2.0,Dota 2,684021.02,196,14,2016-01-01
1606,3.0,Counter-Strike: Global Offensive,678724.84,625,66,2016-01-01
1607,4.0,Hearthstone,302580.64,93,9,2016-01-01
1608,5.0,Heroes of the Storm,202029.09,118,14,2016-01-01
1609,6.0,StarCraft II,113870.12,113,54,2016-01-01
1610,7.0,Halo 5: Guardians,85502.63,66,15,2016-01-01
1611,8.0,Mortal Kombat X,72310.0,8,3,2016-01-01
1612,9.0,Vainglory,70160.0,36,1,2016-01-01
1613,10.0,Super Smash Bros. Melee,67610.39,153,61,2016-01-01
1614,11.0,Gears of War: Ultimate Edition,60000.0,16,1,2016-01-01
1615,12.0,League of Legends,50025.02,40,5,2016-01-01
1616,13.0,Super Smash Bros. for Wii U,43883.52,142,36,2016-01-01
1617,14.0,Heroes of Newerth,35853.1,43,3,2016-01-01
1618,15.0,StarCraft: Brood War,31725.82,3,1,2016-01-01
1619,16.0,Killer Instinct (2013),30830.0,33,3,2016-01-01
1620,17.0,Grey Goo,30400.0,16,2,2016-01-01
1621,18.0,WarCraft III,26152.61,20,9,2016-01-01
1622,19.0,Call of Duty: Black Ops III,7516.92,36,9,2016-01-01
1623,20.0,FIFA 16,5456.26,17,2,2016-01-01
1624,21.0,Age of Empires,5148.0,23,4,2016-01-01
1625,22.0,Metal Gear Online,4000.0,24,4,2016-01-01
1626,23.0,Super Smash Bros.,3460.0,14,3,2016-01-01
1627,24.0,Guilty Gear Xrd -SIGN-,2425.0,16,4,2016-01-01
1628,25.0,Rocket League,2362.19,32,15,2016-01-01
1629,26.0,Ultra Street Fighter IV,2180.0,15,5,2016-01-01
1630,27.0,Chess.com,2000.01,8,2,2016-01-01
1631,28.0,Ultimate Marvel vs. Capcom 3,2000.0,6,3,2016-01-01
1632,29.0,CrossFire,1086.78,15,1,2016-01-01
1633,30.0,Tekken Tag Tournament 2,900.0,6,2,2016-01-01
1634,31.0,Project M,894.0,15,5,2016-01-01
1635,32.0,Project Cars,838.5,7,15,2016-01-01
1636,33.0,Tekken 7,800.0,3,1,2016-01-01
1637,34.0,BlazBlue: Chronophantasma Extend,790.0,6,2,2016-01-01
1638,35.0,Splatoon,620.0,0,1,2016-01-01
1639,36.0,NHL '94,550.16,5,2,2016-01-01
1640,37.0,Battlefield 4,546.05,5,1,2016-01-01
1641,38.0,Injustice: Gods Among Us,500.0,3,1,2016-01-01
1642,39.0,Persona 4 Arena Ultimax,490.0,3,1,2016-01-01
1643,40.0,Skullgirls Encore,470.0,3,1,2016-01-01
1644,41.0,Super Smash Bros. Brawl,446.0,9,3,2016-01-01
1645,42.0,Guilty Gear XX Accent Core Plus R,410.0,3,1,2016-01-01
1646,43.0,Under Night In-Birth EXE: Late,360.0,3,1,2016-01-01
1647,44.0,Age of Empires II,320.0,9,2,2016-01-01
1648,45.0,Dead or Alive 5: Last Round,260.0,3,1,2016-01-01
1649,46.0,King of Fighters XIII,250.0,3,1,2016-01-01
1650,47.0,Divekick,180.0,3,1,2016-01-01
1651,48.0,Tatsunoko vs. Capcom: Ultimate All-Stars,170.0,3,1,2016-01-01
1652,49.0,Quake Live,158.48,2,4,2016-01-01
1653,50.0,Soul Calibur V,140.0,3,1,2016-01-01
1654,51.0,Brawlhalla,138.08,5,3,2016-01-01
1655,52.0,Reflex,32.74,1,1,2016-01-01
1656,1.0,Counter-Strike: Global Offensive,598551.3,644,76,2016-02-01
1657,2.0,Dota 2,259834.52,203,20,2016-02-01
1658,3.0,League of Legends,239015.61,174,9,2016-02-01
1659,4.0,Call of Duty: Black Ops III,181566.0,176,9,2016-02-01
1660,5.0,Halo 5: Guardians,143750.0,80,4,2016-02-01
1661,6.0,StarCraft II,143380.08,138,55,2016-02-01
1662,7.0,Hearthstone,136660.22,81,16,2016-02-01
1663,8.0,Heroes of the Storm,130800.0,91,7,2016-02-01
1664,9.0,Guild Wars 2,100000.0,20,1,2016-02-01
1665,10.0,KartRider,67322.0,12,1,2016-02-01
1666,11.0,Super Smash Bros. Melee,31891.36,174,63,2016-02-01
1667,12.0,Super Smash Bros. for Wii U,26490.02,141,33,2016-02-01
1668,13.0,Heroes of Newerth,15904.77,24,3,2016-02-01
1669,14.0,FIFA 16,8312.2,14,4,2016-02-01
1670,15.0,Point Blank,6155.58,15,1,2016-02-01
1671,16.0,Project M,4825.25,45,9,2016-02-01
1672,17.0,Metal Gear Online,4000.0,23,4,2016-02-01
1673,18.0,Rainbow Six Siege,3564.91,5,4,2016-02-01
1674,19.0,Age of Empires II,3535.0,16,3,2016-02-01
1675,20.0,Overwatch,3247.45,61,11,2016-02-01
1676,21.0,Rocket League,3173.96,36,13,2016-02-01
1677,22.0,Guilty Gear Xrd -SIGN-,2690.0,3,2,2016-02-01
1678,23.0,Street Fighter V,2605.0,15,4,2016-02-01
1679,24.0,BlazBlue: Chronophantasma Extend,2460.0,3,1,2016-02-01
1680,25.0,StarCraft: Brood War,2138.8,7,2,2016-02-01
1681,26.0,Chess.com,2000.0,16,2,2016-02-01
1682,27.0,osu!,1900.0,17,1,2016-02-01
1683,28.0,WarCraft III,1692.21,7,4,2016-02-01
1684,29.0,Under Night In-Birth EXE: Late,1270.0,3,1,2016-02-01
1685,30.0,Brawlhalla,1022.27,13,4,2016-02-01
1686,31.0,Age of Empires III,1000.0,4,1,2016-02-01
1687,32.0,Project Cars,673.0,7,12,2016-02-01
1688,33.0,Ultimate Marvel vs. Capcom 3,200.0,5,2,2016-02-01
1689,34.0,Super Smash Bros. Brawl,181.65,6,2,2016-02-01
1690,35.0,Ultra Street Fighter IV,160.0,3,1,2016-02-01
1691,36.0,Quake Live,118.86,3,3,2016-02-01
1692,37.0,Age of Mythology,110.0,3,1,2016-02-01
1693,38.0,Mortal Kombat X,80.0,6,2,2016-02-01
1694,39.0,Super Smash Bros.,56.79,6,2,2016-02-01
1695,1.0,Dota 2,3242298.94,171,13,2016-03-01
1696,2.0,Halo 5: Guardians,2504265.8,75,2,2016-03-01
1697,3.0,Counter-Strike: Global Offensive,574671.13,667,68,2016-03-01
1698,4.0,Call of Duty: Black Ops III,432254.16,145,7,2016-03-01
1699,5.0,Heroes of the Storm,376301.21,176,11,2016-03-01
1700,6.0,Hearthstone,308347.01,64,10,2016-03-01
1701,7.0,League of Legends,299620.13,365,23,2016-03-01
1702,8.0,StarCraft II,265450.36,148,66,2016-03-01
1703,9.0,World of Tanks,82000.0,14,1,2016-03-01
1704,10.0,Street Fighter V,61917.15,33,13,2016-03-01
1705,11.0,Super Smash Bros. Melee,61002.65,193,61,2016-03-01
1706,12.0,FIFA 16,35097.65,9,3,2016-03-01
1707,13.0,Super Smash Bros. for Wii U,34554.05,112,27,2016-03-01
1708,14.0,Vainglory,30000.0,21,1,2016-03-01
1709,15.0,Rocket League,11574.05,42,13,2016-03-01
1710,16.0,Old School Runescape,10000.0,1,1,2016-03-01
1711,17.0,Overwatch,9140.12,62,13,2016-03-01
1712,18.0,Project M,6885.7,28,5,2016-03-01
1713,19.0,TrackMania 2: Stadium,4004.84,10,3,2016-03-01
1714,20.0,Ultra Street Fighter IV,3020.0,8,3,2016-03-01
1715,21.0,Team Fortress 2,3015.34,18,1,2016-03-01
1716,22.0,Ultimate Marvel vs. Capcom 3,2850.0,13,7,2016-03-01
1717,23.0,Battlefield 4,2637.0,15,1,2016-03-01
1718,24.0,Mortal Kombat X,2565.0,13,6,2016-03-01
1719,25.0,WarCraft III,2089.51,22,12,2016-03-01
1720,26.0,Heroes of Newerth,2058.27,30,2,2016-03-01
1721,27.0,Chess.com,2000.0,12,2,2016-03-01
1722,28.0,Guilty Gear Xrd -SIGN-,1995.0,9,3,2016-03-01
1723,29.0,Tekken Tag Tournament 2,1620.0,4,1,2016-03-01
1724,30.0,Brawlhalla,1360.0,16,4,2016-03-01
1725,31.0,Nitroplus Blasterz: Heroines Infinite Duel,1120.0,3,1,2016-03-01
1726,32.0,Age of Mythology,1062.0,4,1,2016-03-01
1727,33.0,Xonotic,943.24,34,1,2016-03-01
1728,34.0,Killer Instinct (2013),860.0,6,2,2016-03-01
1729,35.0,Dead or Alive 5: Last Round,640.0,3,1,2016-03-01
1730,36.0,Age of Empires II,620.0,6,2,2016-03-01
1731,37.0,Super Smash Bros. Brawl,534.07,7,2,2016-03-01
1732,38.0,Project Cars,391.5,6,7,2016-03-01
1733,39.0,Under Night In-Birth EXE: Late,330.0,6,2,2016-03-01
1734,40.0,Tekken 7,320.0,3,1,2016-03-01
1735,41.0,Pokkén Tournament,230.0,3,1,2016-03-01
1736,42.0,Quake Live,180.64,4,4,2016-03-01
1737,43.0,Unreal Tournament (2016),146.42,3,1,2016-03-01
1738,44.0,Age of Empires III,120.0,4,1,2016-03-01
1739,45.0,Marvel vs. Capcom 2,100.0,3,1,2016-03-01
1740,46.0,Super Street Fighter II Turbo,95.0,3,1,2016-03-01
1741,47.0,Super Smash Bros.,60.0,11,2,2016-03-01
1742,1.0,Counter-Strike: Global Offensive,1759135.49,1020,70,2016-04-01
1743,2.0,League of Legends,1459231.04,561,24,2016-04-01
1744,3.0,Heroes of the Storm,611038.0,105,6,2016-04-01
1745,4.0,Dota 2,450127.1,168,14,2016-04-01
1746,5.0,Call of Duty: Black Ops III,309329.68,80,6,2016-04-01
1747,6.0,World of Tanks,300000.0,28,1,2016-04-01
1748,7.0,CrossFire,255156.0,48,1,2016-04-01
1749,8.0,StarCraft II,204212.08,155,64,2016-04-01
1750,9.0,Super Smash Bros. Melee,75480.2,168,56,2016-04-01
1751,10.0,Gears of War: Ultimate Edition,60000.0,24,1,2016-04-01
1752,11.0,Hearthstone,29898.58,52,7,2016-04-01
1753,12.0,Super Smash Bros. for Wii U,25551.05,130,27,2016-04-01
1754,13.0,Team Fortress 2,16262.26,29,3,2016-04-01
1755,14.0,StarCraft: Brood War,15020.0,10,2,2016-04-01
1756,15.0,Clash Royale,15000.0,2,1,2016-04-01
1757,16.0,Rainbow Six Siege,10886.5,5,2,2016-04-01
1758,17.0,Overwatch,9705.99,53,12,2016-04-01
1759,18.0,Street Fighter V,8695.0,25,10,2016-04-01
1760,19.0,Heroes of Newerth,8188.76,15,4,2016-04-01
1761,20.0,WarCraft III,8147.38,18,10,2016-04-01
1762,21.0,SMITE,7796.95,30,3,2016-04-01
1763,22.0,Age of Empires II,7555.11,38,5,2016-04-01
1764,23.0,Point Blank,7108.33,17,1,2016-04-01
1765,24.0,Rocket League,6655.57,61,28,2016-04-01
1766,25.0,Attack on Titan Tribute Game,5000.0,4,1,2016-04-01
1767,26.0,osu!,3080.0,17,1,2016-04-01
1768,27.0,Tekken 7,3000.0,8,1,2016-04-01
1769,28.0,World of WarCraft,3000.0,6,1,2016-04-01
1770,29.0,Age of Empires,2684.0,24,3,2016-04-01
1771,30.0,Super Smash Bros.,2594.3,16,5,2016-04-01
1772,31.0,iRacing.com,1853.68,111,3,2016-04-01
1773,32.0,Brawlhalla,1111.32,7,6,2016-04-01
1774,33.0,Naruto Shippuden: Ultimate Ninja Storm 4,1000.0,0,1,2016-04-01
1775,34.0,Ultimate Marvel vs. Capcom 3,790.0,9,4,2016-04-01
1776,35.0,TrackMania 2: Stadium,739.08,7,2,2016-04-01
1777,36.0,Mortal Kombat X,659.29,6,3,2016-04-01
1778,37.0,Trackmania Turbo,566.91,3,1,2016-04-01
1779,38.0,Ultra Street Fighter IV,420.0,3,1,2016-04-01
1780,39.0,FIFA 16,398.83,3,1,2016-04-01
1781,40.0,Project Cars,336.0,4,6,2016-04-01
1782,41.0,Rivals of Aether,250.0,1,1,2016-04-01
1783,42.0,Guilty Gear Xrd -REVELATOR-,220.0,3,1,2016-04-01
1784,43.0,Marvel vs. Capcom 3,199.29,0,1,2016-04-01
1785,44.0,Quake Live,135.48,4,3,2016-04-01
1786,45.0,Pokkén Tournament,80.0,3,1,2016-04-01
1787,46.0,Killer Instinct (2013),50.0,3,1,2016-04-01
1788,1.0,Counter-Strike: Global Offensive,1628344.95,883,71,2016-05-01
1789,2.0,Dota 2,1054186.63,215,10,2016-05-01
1790,3.0,League of Legends,517405.11,145,11,2016-05-01
1791,4.0,StarCraft II,485482.71,146,59,2016-05-01
1792,5.0,Heroes of the Storm,406226.8,163,9,2016-05-01
1793,6.0,Hearthstone,241970.21,132,19,2016-05-01
1794,7.0,Magic: The Gathering Online,104000.0,13,1,2016-05-01
1795,8.0,Guild Wars 2,100000.0,98,2,2016-05-01
1796,9.0,Call of Duty: Black Ops III,67971.6,92,4,2016-05-01
1797,10.0,Rainbow Six Siege,55953.23,40,5,2016-05-01
1798,11.0,Super Smash Bros. for Wii U,53229.07,145,29,2016-05-01
1799,12.0,Street Fighter V,52299.28,47,11,2016-05-01
1800,13.0,Super Smash Bros. Melee,49424.7,170,64,2016-05-01
1801,14.0,Point Blank,48000.0,30,1,2016-05-01
1802,15.0,WarCraft III,41157.56,33,9,2016-05-01
1803,16.0,FIFA 16,35904.69,16,4,2016-05-01
1804,17.0,FIFA Online 3,34082.4,12,1,2016-05-01
1805,18.0,Age of Empires,32409.0,43,8,2016-05-01
1806,19.0,Overwatch,26397.62,96,11,2016-05-01
1807,20.0,Pro Evolution Soccer 2016,25995.57,3,1,2016-05-01
1808,21.0,Rocket League,17400.7,72,30,2016-05-01
1809,22.0,SMITE,14040.0,31,2,2016-05-01
1810,23.0,Mortal Kombat X,12935.7,17,4,2016-05-01
1811,24.0,Heroes of Newerth,8489.85,35,2,2016-05-01
1812,25.0,Halo 5: Guardians,7971.6,12,1,2016-05-01
1813,26.0,Tekken 7,5643.68,14,3,2016-05-01
1814,27.0,Skullgirls Encore,4530.0,10,2,2016-05-01
1815,28.0,Team Fortress 2,4061.18,24,4,2016-05-01
1816,29.0,Chess.com,3599.95,20,2,2016-05-01
1817,30.0,Brawlhalla,3260.0,63,5,2016-05-01
1818,31.0,Guilty Gear Xrd -REVELATOR-,2599.3,19,4,2016-05-01
1819,32.0,Ultra Street Fighter IV,1546.61,18,4,2016-05-01
1820,33.0,Killer Instinct (2013),1530.0,10,2,2016-05-01
1821,34.0,Project M,1470.91,22,4,2016-05-01
1822,35.0,Ultimate Marvel vs. Capcom 3,1307.66,18,4,2016-05-01
1823,36.0,Dead or Alive 5: Last Round,1034.58,10,3,2016-05-01
1824,37.0,StarCraft: Brood War,947.0,4,2,2016-05-01
1825,38.0,BlazBlue: Chronophantasma Extend,724.56,9,3,2016-05-01
1826,39.0,Super Smash Bros.,633.02,8,1,2016-05-01
1827,40.0,Age of Empires II,630.0,9,3,2016-05-01
1828,41.0,King of Fighters XIII,584.57,7,2,2016-05-01
1829,42.0,Super Smash Bros. Brawl,480.47,8,1,2016-05-01
1830,43.0,Vampire Savior,460.0,3,1,2016-05-01
1831,44.0,Super Street Fighter II Turbo,439.02,7,2,2016-05-01
1832,45.0,Under Night In-Birth EXE: Late,400.0,6,2,2016-05-01
1833,46.0,King of Fighters 2002 Unlimited Match,380.0,3,1,2016-05-01
1834,47.0,Persona 4 Arena Ultimax,290.0,6,2,2016-05-01
1835,48.0,Virtua Fighter 5 Final Showdown,268.54,7,2,2016-05-01
1836,49.0,Xonotic,250.05,26,1,2016-05-01
1837,50.0,Quake Live,225.8,4,5,2016-05-01
1838,51.0,Bloodline Champions,167.53,6,2,2016-05-01
1839,52.0,Pokkén Tournament,160.17,4,1,2016-05-01
1840,53.0,Age of Empires III,150.0,1,1,2016-05-01
1841,54.0,Dengeki Bunko: Fighting Climax Ignition,142.3,3,1,2016-05-01
1842,55.0,Tekken Tag Tournament 2,0.0,3,1,2016-05-01
1843,1.0,Dota 2,3319441.92,140,5,2016-06-01
1844,2.0,Counter-Strike: Global Offensive,1153379.58,768,58,2016-06-01
1845,3.0,Heroes of the Storm,772400.0,119,3,2016-06-01
1846,4.0,Hearthstone,306510.07,67,13,2016-06-01
1847,5.0,FIFA Online 3,301000.0,31,1,2016-06-01
1848,6.0,SMITE,300000.0,114,3,2016-06-01
1849,7.0,Mortal Kombat X,200000.0,8,1,2016-06-01
1850,8.0,Heroes of Newerth,141723.36,40,1,2016-06-01
1851,9.0,Vainglory,131040.0,90,3,2016-06-01
1852,10.0,Call of Duty: Black Ops III,116026.0,97,3,2016-06-01
1853,11.0,StarCraft II,103387.84,132,66,2016-06-01
1854,12.0,Guild Wars 2,100000.0,24,1,2016-06-01
1855,13.0,Paladins,100000.0,20,1,2016-06-01
1856,14.0,Attack on Titan Tribute Game,75000.0,14,4,2016-06-01
1857,15.0,Overwatch,60633.61,98,26,2016-06-01
1858,16.0,Super Smash Bros. Melee,52062.67,159,55,2016-06-01
1859,17.0,Madden NFL 2016,50000.0,8,1,2016-06-01
1860,18.0,Super Smash Bros. for Wii U,43280.2,101,23,2016-06-01
1861,19.0,League of Legends,42758.81,101,8,2016-06-01
1862,20.0,WarCraft III,39508.22,33,9,2016-06-01
1863,21.0,Street Fighter V,38370.0,11,2,2016-06-01
1864,22.0,Mortal Kombat XL,31297.16,13,3,2016-06-01
1865,23.0,Pokkén Tournament,17490.0,16,2,2016-06-01
1866,24.0,Old School Runescape,10000.0,1,1,2016-06-01
1867,25.0,Point Blank,7373.07,19,2,2016-06-01
1868,26.0,Project M,6895.0,22,3,2016-06-01
1869,27.0,Rocket League,6020.32,67,28,2016-06-01
1870,28.0,Tekken 7,5560.0,8,1,2016-06-01
1871,29.0,osu!,3240.0,18,1,2016-06-01
1872,30.0,Team Fortress 2,3000.0,24,1,2016-06-01
1873,31.0,StarCraft: Brood War,2393.34,2,1,2016-06-01
1874,32.0,TrackMania 2: Stadium,2360.37,7,2,2016-06-01
1875,33.0,Brawlhalla,2350.0,26,5,2016-06-01
1876,34.0,Chess.com,2000.02,12,2,2016-06-01
1877,35.0,Guilty Gear Xrd -REVELATOR-,1760.0,8,1,2016-06-01
1878,36.0,Ultimate Marvel vs. Capcom 3,1660.0,8,1,2016-06-01
1879,37.0,Ultra Street Fighter IV,1220.0,8,1,2016-06-01
1880,38.0,Killer Instinct (2013),1150.0,8,1,2016-06-01
1881,39.0,Age of Empires II,1075.0,5,2,2016-06-01
1882,40.0,Age of Empires,817.0,3,1,2016-06-01
1883,41.0,Super Smash Bros.,610.0,16,4,2016-06-01
1884,42.0,Age of Mythology,298.0,4,1,2016-06-01
1885,43.0,Bloodline Champions,287.79,6,2,2016-06-01
1886,44.0,Unreal Tournament (2016),250.0,8,1,2016-06-01
1887,45.0,Pro Evolution Soccer 2016,232.2,3,1,2016-06-01
1888,46.0,Quake Live,135.48,2,3,2016-06-01
1889,1.0,Counter-Strike: Global Offensive,2955840.82,783,59,2016-07-01
1890,2.0,Dota 2,1309745.81,340,20,2016-07-01
1891,3.0,Call of Duty: Black Ops III,560540.0,106,7,2016-07-01
1892,4.0,Halo 5: Guardians,293000.0,49,3,2016-07-01
1893,5.0,League of Legends,250137.61,343,23,2016-07-01
1894,6.0,CrossFire,200000.0,20,1,2016-07-01
1895,7.0,StarCraft II,199202.99,124,49,2016-07-01
1896,8.0,Hearthstone,192870.13,90,11,2016-07-01
1897,9.0,Overwatch,156328.29,326,41,2016-07-01
1898,10.0,Heroes of the Storm,133192.0,91,3,2016-07-01
1899,11.0,Street Fighter V,116070.0,13,2,2016-07-01
1900,12.0,Clash Royale,99750.27,4,1,2016-07-01
1901,13.0,Arena of Valor,85835.88,9,1,2016-07-01
1902,14.0,Mortal Kombat XL,57130.0,8,1,2016-07-01
1903,15.0,Super Smash Bros. Melee,53062.41,159,64,2016-07-01
1904,16.0,Gears of War: Ultimate Edition,50000.0,32,1,2016-07-01
1905,17.0,Super Smash Bros. for Wii U,44531.11,63,17,2016-07-01
1906,18.0,SMITE,38300.0,72,4,2016-07-01
1907,19.0,WarCraft III,27695.11,7,6,2016-07-01
1908,20.0,Pokkén Tournament,21800.0,8,1,2016-07-01
1909,21.0,Killer Instinct (2013),20460.0,8,1,2016-07-01
1910,22.0,Guilty Gear Xrd -REVELATOR-,19100.0,8,1,2016-07-01
1911,23.0,Rocket League,17549.29,65,30,2016-07-01
1912,24.0,Rainbow Six Siege,12500.0,21,2,2016-07-01
1913,25.0,Ultimate Marvel vs. Capcom 3,7820.0,8,1,2016-07-01
1914,26.0,Tekken 7,5490.0,8,1,2016-07-01
1915,27.0,Age of Empires II,4750.0,27,6,2016-07-01
1916,28.0,Brawlhalla,3899.82,33,10,2016-07-01
1917,29.0,Heroes of Newerth,3585.02,0,1,2016-07-01
1918,30.0,Quake Live,2000.0,4,1,2016-07-01
1919,31.0,Chess.com,1995.0,14,2,2016-07-01
1920,32.0,Age of Mythology,1936.0,8,1,2016-07-01
1921,33.0,FIFA 16,1155.52,5,2,2016-07-01
1922,34.0,Team Fortress 2,1104.0,6,1,2016-07-01
1923,35.0,Project M,897.0,16,5,2016-07-01
1924,36.0,Attack on Titan Tribute Game,500.0,3,1,2016-07-01
1925,37.0,Street Fighter X Tekken,300.0,3,1,2016-07-01
1926,38.0,Super Smash Bros.,250.0,6,1,2016-07-01
1927,39.0,Pro Evolution Soccer 2016,245.86,3,1,2016-07-01
1928,40.0,StarCraft: Brood War,75.0,4,1,2016-07-01
1929,41.0,Super Smash Bros. Brawl,28.35,3,1,2016-07-01
1930,1.0,Dota 2,20858599.5,160,6,2016-08-01
1931,2.0,League of Legends,1496842.81,518,23,2016-08-01
1932,3.0,Counter-Strike: Global Offensive,508879.35,1101,70,2016-08-01
1933,4.0,Heroes of the Storm,328520.0,110,3,2016-08-01
1934,5.0,StarCraft II,302356.05,121,53,2016-08-01
1935,6.0,Overwatch,163282.62,221,30,2016-08-01
1936,7.0,Hearthstone,127879.57,64,8,2016-08-01
1937,8.0,Call of Duty: Black Ops III,106940.2,44,3,2016-08-01
1938,9.0,WarCraft III,83274.2,19,7,2016-08-01
1939,10.0,Rocket League,69081.7,67,26,2016-08-01
1940,11.0,Super Smash Bros. Melee,66995.49,194,61,2016-08-01
1941,12.0,Rainbow Six Siege,62500.0,20,1,2016-08-01
1942,13.0,Uncharted 4: A Thief's End,46235.07,5,1,2016-08-01
1943,14.0,SMITE,43520.0,60,3,2016-08-01
1944,15.0,Super Smash Bros. for Wii U,40369.25,93,20,2016-08-01
1945,16.0,Team Fortress 2,25165.6,43,2,2016-08-01
1946,17.0,Quake Live,25000.0,8,1,2016-08-01
1947,18.0,QuakeWorld,25000.0,16,1,2016-08-01
