,posicion,juego,dinero,jugadores,torneos,fecha
5040,70.0,Tetr.io,312.2,3,1,2020-08-01
5041,71.0,Melty Blood: Actress Again Current Code,312.17,8,1,2020-08-01
5042,72.0,Heroes of the Storm,300.0,10,1,2020-08-01
5043,73.0,BlazBlue: Central Fiction,296.84,6,4,2020-08-01
5044,74.0,JoJo's Bizarre Adventure: Heritage for the Future,234.99,3,1,2020-08-01
5045,75.0,Assetto Corsa Competizione,234.0,2,2,2020-08-01
5046,76.0,Jstris,225.0,8,1,2020-08-01
5047,77.0,Cultris II,190.95,3,1,2020-08-01
5048,78.0,ShootMania Storm,152.1,9,1,2020-08-01
5049,79.0,Garou: Mark of the Wolves,145.0,3,1,2020-08-01
5050,80.0,Tatsunoko vs. Capcom: Ultimate All-Stars,139.5,3,1,2020-08-01
5051,81.0,Dengeki Bunko: Fighting Climax Ignition,135.5,3,1,2020-08-01
5052,82.0,Age of Mythology,135.0,3,2,2020-08-01
5053,83.0,osu!,126.34,3,1,2020-08-01
5054,84.0,Puyo Puyo Tetris,112.2,3,1,2020-08-01
5055,85.0,Samurai Shodown V Special,100.46,3,1,2020-08-01
5056,86.0,Ultimate Marvel vs. Capcom 3,61.2,1,1,2020-08-01
5057,87.0,Artifact Foundry,60.0,1,1,2020-08-01
5058,88.0,Beat Aim,60.0,3,1,2020-08-01
5059,89.0,Breakers Revenge,16.0,3,1,2020-08-01
5060,1.0,League of Legends,1241418.75,389,10,2020-09-01
5061,2.0,Dota 2,1083618.14,361,15,2020-09-01
5062,3.0,Overwatch,1058500.0,187,15,2020-09-01
5063,4.0,PLAYERUNKNOWN’S BATTLEGROUNDS,881597.62,350,9,2020-09-01
5064,5.0,Counter-Strike: Global Offensive,788217.02,613,46,2020-09-01
5065,6.0,Fortnite,531999.0,514,31,2020-09-01
5066,7.0,Hearthstone,508575.76,114,5,2020-09-01
5067,8.0,World of WarCraft,500000.0,57,4,2020-09-01
5068,9.0,Rocket League,492473.33,435,58,2020-09-01
5069,10.0,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile,431951.95,327,4,2020-09-01
5070,11.0,Lichess,402875.0,38,6,2020-09-01
5071,12.0,Apex Legends,397120.0,275,19,2020-09-01
5072,13.0,Free Fire,372466.55,97,2,2020-09-01
5073,14.0,Call of Duty: Warzone,315000.0,80,12,2020-09-01
5074,15.0,VALORANT,256473.65,341,33,2020-09-01
5075,16.0,StarCraft II,216329.0,123,35,2020-09-01
5076,17.0,Teamfight Tactics,215000.0,16,2,2020-09-01
5077,18.0,Forza Motorsport 7,150000.0,24,2,2020-09-01
5078,19.0,Farming Simulator 19,118960.23,50,1,2020-09-01
5079,20.0,Chess.com,104500.0,74,8,2020-09-01
5080,21.0,Call of Duty: Modern Warfare,100000.0,32,1,2020-09-01
5081,22.0,Fall Guys,100000.0,141,2,2020-09-01
5082,23.0,Rainbow Six Siege,97269.53,61,3,2020-09-01
5083,24.0,Arena of Valor,81254.61,40,3,2020-09-01
5084,25.0,Street Fighter V: Champion Edition,78539.0,21,7,2020-09-01
5085,26.0,Tekken 7,48727.35,28,12,2020-09-01
5086,27.0,Clash of Clans,45000.0,24,1,2020-09-01
5087,28.0,Brawlhalla,40020.0,99,11,2020-09-01
5088,29.0,FIFA Online 4,32157.25,25,1,2020-09-01
5089,30.0,CrossFire,29000.0,40,1,2020-09-01
5090,31.0,WarCraft III: Reforged,24543.6,22,6,2020-09-01
5091,32.0,Super Smash Bros. Ultimate,22911.74,102,31,2020-09-01
5092,33.0,Brawl Stars,19000.0,10,1,2020-09-01
5093,34.0,RaceRoom Racing Experience,17700.0,3,1,2020-09-01
5094,35.0,iRacing.com,14200.0,16,2,2020-09-01
5095,36.0,Diabotical,9267.48,45,12,2020-09-01
5096,37.0,Assetto Corsa,8942.4,20,2,2020-09-01
5097,38.0,Call of Duty: Black Ops 4,5000.0,8,1,2020-09-01
5098,39.0,GOLF Plus,5000.0,4,1,2020-09-01
5099,40.0,Age of Empires II,4476.51,45,16,2020-09-01
5100,41.0,Assetto Corsa Competizione,3689.0,8,4,2020-09-01
5101,42.0,Xonotic,2720.37,13,4,2020-09-01
5102,43.0,Age of Empires,2450.0,18,1,2020-09-01
5103,44.0,osu!,2150.44,25,2,2020-09-01
5104,45.0,rFactor 2,2047.5,3,1,2020-09-01
5105,46.0,Age of Empires III,1730.0,34,3,2020-09-01
5106,47.0,Echo Arena,1500.0,18,3,2020-09-01
5107,48.0,Dragon Ball FighterZ,1442.31,8,4,2020-09-01
5108,49.0,Gran Turismo Sport,1384.0,11,2,2020-09-01
5109,50.0,Super Smash Bros. Melee,1380.0,8,1,2020-09-01
5110,51.0,Granblue Fantasy: Versus,1226.09,10,4,2020-09-01
5111,52.0,Trackmania (2020),1219.41,14,7,2020-09-01
5112,53.0,Heroes of the Storm,1050.0,15,1,2020-09-01
5113,54.0,Gears 5,1000.0,20,2,2020-09-01
5114,55.0,Puyo Puyo Tetris,561.7,6,2,2020-09-01
5115,56.0,Rivals of Aether,501.0,8,2,2020-09-01
5116,57.0,Paladins,500.0,10,1,2020-09-01
5117,58.0,Synth Riders,500.0,3,1,2020-09-01
5118,59.0,ARMS,423.81,9,2,2020-09-01
5119,60.0,Tower Tag,410.1,3,1,2020-09-01
5120,61.0,StarCraft: Remastered,300.0,1,3,2020-09-01
5121,62.0,Audio Trip,250.0,1,1,2020-09-01
5122,63.0,Rushdown Revolt,250.0,3,1,2020-09-01
5123,64.0,Tetr.io,200.0,4,1,2020-09-01
5124,65.0,Warparty,175.0,4,1,2020-09-01
5125,66.0,Beat Aim,160.0,7,2,2020-09-01
5126,67.0,Tetris,125.0,2,1,2020-09-01
5127,68.0,Tatsunoko vs. Capcom: Ultimate All-Stars,81.0,3,1,2020-09-01
5128,69.0,Ultimate Marvel vs. Capcom 3,56.4,1,1,2020-09-01
5129,70.0,Marvel vs. Capcom: Infinite,54.6,1,1,2020-09-01
5130,71.0,Artifact Foundry,45.0,1,1,2020-09-01
5131,1.0,Overwatch,3324500.0,179,3,2020-10-01
5132,2.0,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile,2910738.0,249,3,2020-10-01
5133,3.0,League of Legends,2456302.6,238,9,2020-10-01
5134,4.0,Counter-Strike: Global Offensive,1244639.88,783,44,2020-10-01
5135,5.0,Fortnite,967915.0,693,33,2020-10-01
5136,6.0,PLAYERUNKNOWN’S BATTLEGROUNDS,624331.78,448,15,2020-10-01
5137,7.0,Rainbow Six Siege,606439.27,389,14,2020-10-01
5138,8.0,Hearthstone,510836.0,124,4,2020-10-01
5139,9.0,Mobile Legends: Bang Bang,500200.0,178,3,2020-10-01
5140,10.0,Rocket League,489171.63,416,62,2020-10-01
5141,11.0,Call of Duty: Warzone,439000.0,218,16,2020-10-01
5142,12.0,Arena of Valor,354292.7,67,2,2020-10-01
5143,13.0,Lichess,332999.0,56,8,2020-10-01
5144,14.0,Dota 2,267634.1,202,7,2020-10-01
5145,15.0,Magic: The Gathering Arena,250000.0,32,1,2020-10-01
5146,16.0,iRacing.com,226750.0,39,2,2020-10-01
5147,17.0,Apex Legends,206230.0,225,39,2020-10-01
5148,18.0,VALORANT,155240.42,354,28,2020-10-01
5149,19.0,Assetto Corsa,137691.6,61,4,2020-10-01
5150,20.0,StarCraft II,133793.3,112,40,2020-10-01
5151,21.0,Age of Empires II,75048.58,213,19,2020-10-01
5152,22.0,Chess.com,55799.98,56,7,2020-10-01
5153,23.0,Free Fire,53256.27,59,1,2020-10-01
5154,24.0,Fall Guys,50000.0,77,1,2020-10-01
5155,25.0,Spellbreak,50000.0,42,1,2020-10-01
5156,26.0,Clash of Clans,49167.0,28,2,2020-10-01
5157,27.0,Dead By Daylight,45000.0,30,6,2020-10-01
5158,28.0,Brawlhalla,43600.0,134,13,2020-10-01
5159,29.0,Trackmania (2020),36111.25,29,8,2020-10-01
5160,30.0,Among Us,36000.0,8,3,2020-10-01
5161,31.0,Identity V,31911.1,6,1,2020-10-01
5162,32.0,Diabotical,30461.46,158,17,2020-10-01
5163,33.0,WarCraft III: Reforged,27406.0,46,9,2020-10-01
5164,34.0,Gwent,25800.0,8,1,2020-10-01
5165,35.0,Call of Duty: Black Ops 4,25000.0,12,1,2020-10-01
5166,36.0,Hearthstone Battlegrounds,20000.0,19,2,2020-10-01
5167,37.0,Brawl Stars,19000.0,10,1,2020-10-01
5168,38.0,Super Smash Bros. Ultimate,14707.98,82,27,2020-10-01
5169,39.0,Gran Turismo Sport,12447.0,51,2,2020-10-01
5170,40.0,Call of Duty: Black Ops 2,12000.0,4,1,2020-10-01
5171,41.0,StarCraft: Remastered,10716.0,26,4,2020-10-01
5172,42.0,Tekken 7,10650.6,20,7,2020-10-01
5173,43.0,rFactor 2,5838.89,11,3,2020-10-01
5174,44.0,Age of Empires,5703.0,22,2,2020-10-01
5175,45.0,Street Fighter V: Champion Edition,3707.69,19,5,2020-10-01
5176,46.0,osu!,3143.0,25,2,2020-10-01
5177,47.0,Call of Duty: Modern Warfare 2,2500.0,4,1,2020-10-01
5178,48.0,Gears 5,2500.0,26,5,2020-10-01
5179,49.0,FIFA Online 4,2394.99,4,1,2020-10-01
5180,50.0,Lethal League Blaze,2010.02,7,1,2020-10-01
5181,51.0,F1 2020,1947.0,19,1,2020-10-01
5182,52.0,Dragon Ball FighterZ,1487.29,22,6,2020-10-01
5183,53.0,Granblue Fantasy: Versus,1004.85,16,5,2020-10-01
5184,54.0,Age of Empires III,600.0,17,3,2020-10-01
5185,55.0,Synth Riders,600.0,6,4,2020-10-01
5186,56.0,Mortal Kombat 11,538.0,4,1,2020-10-01
5187,57.0,NBA 2K21,501.0,3,1,2020-10-01
5188,58.0,Paladins,500.0,5,1,2020-10-01
5189,59.0,ARMS,400.0,3,1,2020-10-01
5190,60.0,Power Rangers: Battle for the Grid,300.0,3,1,2020-10-01
5191,61.0,RaceRoom Racing Experience,295.0,1,1,2020-10-01
5192,62.0,Rushdown Revolt,250.0,3,1,2020-10-01
5193,63.0,Super Smash Bros. Melee,240.8,4,1,2020-10-01
5194,64.0,Tetr.io,203.6,4,1,2020-10-01
5195,65.0,TrackMania 2: Stadium,164.64,4,1,2020-10-01
5196,66.0,Samurai Shodown (2019),125.0,3,1,2020-10-01
5197,67.0,Pokémon GO,120.0,6,1,2020-10-01
5198,68.0,Soul Calibur VI,113.85,2,1,2020-10-01
5199,69.0,Pokémon VGC,102.0,3,1,2020-10-01
5200,70.0,Under Night In-Birth Exe:Late[cl-r],58.0,3,1,2020-10-01
5201,71.0,Skullgirls 2nd Encore,54.5,3,1,2020-10-01
5202,72.0,Artifact Foundry,42.5,1,2,2020-10-01
5203,73.0,Ultimate Marvel vs. Capcom 3,39.3,1,1,2020-10-01
5204,74.0,Tatsunoko vs. Capcom: Ultimate All-Stars,33.75,1,1,2020-10-01
5205,75.0,Xonotic,26.07,3,1,2020-10-01
5206,76.0,Age of Mythology,20.0,1,1,2020-10-01
5207,1.0,Fortnite,2208142.39,500,13,2020-11-01
5208,2.0,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile,2020440.0,147,2,2020-11-01
5209,3.0,Counter-Strike: Global Offensive,1270576.13,981,66,2020-11-01
5210,4.0,Dota 2,1190619.5,470,28,2020-11-01
5211,5.0,Free Fire,1169008.96,249,6,2020-11-01
5212,6.0,Brawl Stars,1000000.0,29,1,2020-11-01
5213,7.0,PLAYERUNKNOWN’S BATTLEGROUNDS,942838.87,362,12,2020-11-01
5214,8.0,Rainbow Six Siege,884148.95,419,18,2020-11-01
5215,9.0,Clash of Clans,851960.0,59,4,2020-11-01
5216,10.0,Clash Royale,450000.0,46,2,2020-11-01
5217,11.0,Rocket League,413975.6,507,65,2020-11-01
5218,12.0,League of Legends,400008.7,158,7,2020-11-01
5219,13.0,StarCraft II,363953.94,130,44,2020-11-01
5220,14.0,Arena of Valor,341904.19,88,3,2020-11-01
5221,15.0,iRacing.com,255178.3,117,7,2020-11-01
5222,16.0,Call of Duty: Warzone,255000.0,27,6,2020-11-01
5223,17.0,Call of Duty: Black Ops Cold War,243000.0,80,9,2020-11-01
5224,18.0,VALORANT,240097.17,309,22,2020-11-01
5225,19.0,Brawlhalla,201050.0,162,12,2020-11-01
5226,20.0,Overwatch,183190.0,175,9,2020-11-01
5227,21.0,FIFA Online 4,173460.08,66,4,2020-11-01
5228,22.0,Summoners War: Sky Arena,140000.0,4,1,2020-11-01
5229,23.0,CrossFire,130000.0,25,2,2020-11-01
5230,24.0,Paladins,120592.0,93,4,2020-11-01
5231,25.0,chess24,100000.0,16,1,2020-11-01
5232,26.0,Fall Guys,83273.83,12,1,2020-11-01
5233,27.0,Apex Legends,82162.58,120,25,2020-11-01
5234,28.0,StarCraft: Remastered,81130.0,44,3,2020-11-01
5235,29.0,WarCraft III: Reforged,69497.03,17,8,2020-11-01
5236,30.0,Escape from Tarkov,60000.0,96,2,2020-11-01
5237,31.0,Quake Champions,54000.0,20,1,2020-11-01
5238,32.0,RaceRoom Racing Experience,53125.0,21,3,2020-11-01
5239,33.0,Granblue Fantasy: Versus,48792.87,15,5,2020-11-01
5240,34.0,Super Smash Bros. Ultimate,40994.93,69,21,2020-11-01
5241,35.0,Diabotical,40890.29,142,16,2020-11-01
5242,36.0,Point Blank,30752.77,26,2,2020-11-01
5243,37.0,Auto Chess,30049.0,23,1,2020-11-01
5244,38.0,Among Us,30000.0,6,3,2020-11-01
5245,39.0,Assetto Corsa,27960.2,31,5,2020-11-01
5246,40.0,Mobile Legends: Bang Bang,25000.0,30,1,2020-11-01
5247,41.0,Farming Simulator 19,18065.02,24,1,2020-11-01
5248,42.0,Age of Empires II,16481.5,72,21,2020-11-01
5249,43.0,Trackmania (2020),11231.42,30,12,2020-11-01
5250,44.0,Tekken 7,10401.6,15,7,2020-11-01
5251,45.0,Chess.com,6098.0,25,4,2020-11-01
5252,46.0,Age of Empires,4214.0,19,3,2020-11-01
5253,47.0,Ultimate Marvel vs. Capcom 3,4000.0,8,1,2020-11-01
5254,48.0,Street Fighter V: Champion Edition,2985.11,11,4,2020-11-01
5255,49.0,Guilty Gear XX Accent Core Plus R,2786.91,14,3,2020-11-01
5256,50.0,Lichess,2775.01,23,4,2020-11-01
5257,51.0,Live for Speed,2380.0,6,1,2020-11-01
5258,52.0,Hearthstone,2239.53,4,1,2020-11-01
5259,53.0,Gears 5,1500.0,20,3,2020-11-01
5260,54.0,Age of Mythology,1070.0,8,3,2020-11-01
5261,55.0,Dragon Ball FighterZ,895.5,10,4,2020-11-01
5262,56.0,Mortal Kombat 11,741.57,8,1,2020-11-01
5263,57.0,Super Smash Bros. Melee,647.52,8,1,2020-11-01
5264,58.0,Tetris,400.0,4,1,2020-11-01
5265,59.0,Beat Saber,367.57,3,1,2020-11-01
5266,60.0,Rushdown Revolt,350.0,6,2,2020-11-01
5267,61.0,Smash Remix,299.06,4,1,2020-11-01
5268,62.0,Tetr.io,274.51,8,1,2020-11-01
5269,63.0,Age of Empires III,250.0,7,1,2020-11-01
5270,64.0,Rivals of Aether,224.11,4,1,2020-11-01
5271,65.0,Kirby Fighters 2,222.86,4,1,2020-11-01
5272,66.0,osu!,130.0,6,1,2020-11-01
5273,67.0,Tatsunoko vs. Capcom: Ultimate All-Stars,69.0,1,1,2020-11-01
5274,68.0,Artifact Foundry,46.2,1,1,2020-11-01
5275,1.0,Counter-Strike: Global Offensive,3180149.05,1194,73,2020-12-01
5276,2.0,Arena of Valor,2205628.0,154,4,2020-12-01
5277,3.0,Dota 2,1226435.53,355,14,2020-12-01
5278,4.0,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile,910894.0,179,4,2020-12-01
5279,5.0,CrossFire,820000.0,36,1,2020-12-01
5280,6.0,VALORANT,764792.81,759,37,2020-12-01
5281,7.0,F1 2020,750000.0,21,1,2020-12-01
5282,8.0,Hearthstone,537380.0,23,4,2020-12-01
5283,9.0,Apex Legends,508524.5,216,15,2020-12-01
5284,10.0,Rocket League,428728.87,427,53,2020-12-01
5285,11.0,PLAYERUNKNOWN’S BATTLEGROUNDS,410547.28,257,12,2020-12-01
5286,12.0,Clash Royale,380000.0,32,1,2020-12-01
5287,13.0,Overwatch,346000.0,126,3,2020-12-01
5288,14.0,FIFA Online 4,300000.0,48,1,2020-12-01
5289,15.0,Call of Duty: Warzone,258918.15,61,7,2020-12-01
5290,16.0,Aim Gods,250000.0,2,1,2020-12-01
5291,17.0,Magic: The Gathering Arena,250000.0,8,1,2020-12-01
5292,18.0,Hearthstone Battlegrounds,183630.0,28,2,2020-12-01
5293,19.0,Gears 5,140500.0,40,2,2020-12-01
5294,20.0,Chess.com,130100.0,52,12,2020-12-01
5295,21.0,WarCraft III: Reforged,112328.06,45,11,2020-12-01
5296,22.0,StarCraft II,100747.12,102,43,2020-12-01
5297,23.0,Paladins,100099.0,61,4,2020-12-01
5298,24.0,Quake Champions,100070.0,28,2,2020-12-01
5299,25.0,FIFA 21,100000.0,16,2,2020-12-01
5300,26.0,Mobile Legends: Bang Bang,100000.0,101,1,2020-12-01
5301,27.0,Gwent,88720.0,8,1,2020-12-01
5302,28.0,iRacing.com,62300.0,24,3,2020-12-01
5303,29.0,Rainbow Six Siege,60311.13,38,3,2020-12-01
5304,30.0,Mortal Kombat 11,60000.0,12,1,2020-12-01
5305,31.0,Fortnite,59000.0,20,2,2020-12-01
5306,32.0,Rogue Company,50000.0,48,2,2020-12-01
5307,33.0,Tekken 7,49985.2,29,4,2020-12-01
5308,34.0,TEPPEN,48000.0,8,1,2020-12-01
5309,35.0,Age of Empires II,47875.14,127,37,2020-12-01
5310,36.0,Street Fighter V: Champion Edition,41229.59,17,6,2020-12-01
5311,37.0,Zwift,33827.08,6,2,2020-12-01
5312,38.0,League of Legends,30828.38,102,6,2020-12-01
5313,39.0,Super Smash Bros. Melee,25001.06,16,1,2020-12-01
5314,40.0,Super Smash Bros. Ultimate,23800.94,80,21,2020-12-01
5315,41.0,StarCraft: Remastered,21322.5,14,3,2020-12-01
5316,42.0,rFactor 2,21315.0,27,2,2020-12-01
5317,43.0,Diabotical,15874.0,64,11,2020-12-01
5318,44.0,Call of Duty: Black Ops Cold War,13000.0,41,6,2020-12-01
5319,45.0,RaceRoom Racing Experience,12100.0,10,1,2020-12-01
5320,46.0,Tetris,10000.0,16,1,2020-12-01
5321,47.0,Lichess,6740.0,48,10,2020-12-01
5322,48.0,Onward,5900.0,15,1,2020-12-01
5323,49.0,Age of Empires,5630.0,20,2,2020-12-01
5324,50.0,osu!,5000.0,256,1,2020-12-01
5325,51.0,Trackmania (2020),2539.34,32,13,2020-12-01
5326,52.0,Nascar Heat 5,2500.0,10,1,2020-12-01
5327,53.0,Dragon Ball FighterZ,1709.25,16,4,2020-12-01
5328,54.0,Tower Tag,1213.5,6,1,2020-12-01
5329,55.0,Granblue Fantasy: Versus,1101.75,9,4,2020-12-01
5330,56.0,Beat Saber,1018.0,3,1,2020-12-01
5331,57.0,Age of Mythology,1000.0,2,2,2020-12-01
5332,58.0,Clash of Clans,1000.0,9,1,2020-12-01
5333,59.0,Star Wars: Squadrons,800.0,4,1,2020-12-01
5334,60.0,Age of Empires Online,626.56,3,1,2020-12-01
5335,61.0,Artifact Foundry,530.8,18,2,2020-12-01
5336,62.0,TrackMania 2: Stadium,316.23,6,2,2020-12-01
5337,63.0,Assetto Corsa,305.0,5,1,2020-12-01
5338,64.0,Touhou Hisoutensoku ~ Choudokyuu Ginyoru no Nazo o Oe,264.6,8,1,2020-12-01
5339,65.0,Live for Speed,234.0,8,1,2020-12-01
5340,66.0,Pokémon GO,170.0,6,1,2020-12-01
5341,1.0,Counter-Strike: Global Offensive,1611243.81,495,27,2021-01-01
5342,2.0,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile,1274150.32,123,4,2021-01-01
5343,3.0,SMITE,610000.0,50,2,2021-01-01
5344,4.0,Arena of Valor,530400.0,40,1,2021-01-01
5345,5.0,Rocket League,410397.6,375,49,2021-01-01
5346,6.0,Rainbow Six Siege,391113.78,135,8,2021-01-01
5347,7.0,Call of Duty: Warzone,369745.0,281,11,2021-01-01
5348,8.0,Mobile Legends: Bang Bang,309878.11,75,2,2021-01-01
5349,9.0,League of Legends,254365.56,90,3,2021-01-01
5350,10.0,chess24,200000.0,12,1,2021-01-01
5351,11.0,VALORANT,144433.84,337,21,2021-01-01
5352,12.0,PLAYERUNKNOWN’S BATTLEGROUNDS,113961.3,34,2,2021-01-01
5353,13.0,StarCraft II,106588.2,72,32,2021-01-01
5354,14.0,Street Fighter V: Champion Edition,102872.5,35,5,2021-01-01
5355,15.0,Fortnite,82600.0,100,1,2021-01-01
5356,16.0,Apex Legends,77476.11,147,15,2021-01-01
5357,17.0,Dota 2,72130.86,134,6,2021-01-01
5358,18.0,FIFA 21,60000.0,36,3,2021-01-01
5359,19.0,Age of Empires II,49285.49,122,40,2021-01-01
5360,20.0,Heroes of the Storm,41779.0,48,1,2021-01-01
5361,21.0,World of WarCraft,40000.0,43,4,2021-01-01
5362,22.0,Chess.com,37500.0,18,5,2021-01-01
5363,23.0,WarCraft III: Reforged,32721.4,38,9,2021-01-01
5364,24.0,iRacing.com,30310.0,43,4,2021-01-01
5365,25.0,Super Smash Bros. Ultimate,29383.92,76,22,2021-01-01
5366,26.0,Call of Duty: Black Ops Cold War,24500.0,51,10,2021-01-01
5367,27.0,Diabotical,22338.38,82,15,2021-01-01
5368,28.0,Farming Simulator 19,18251.76,24,1,2021-01-01
5369,29.0,StarCraft: Remastered,15666.0,24,2,2021-01-01
5370,30.0,Age of Empires,12304.0,36,6,2021-01-01
5371,31.0,rFactor 2,12100.0,10,1,2021-01-01
5372,32.0,FIFA Online 4,8612.92,14,1,2021-01-01
5373,33.0,Guilty Gear XX Accent Core Plus R,5357.96,10,2,2021-01-01
5374,34.0,Nascar Heat 5,3625.0,10,1,2021-01-01
5375,35.0,Skullgirls 2nd Encore,3507.52,7,1,2021-01-01
5376,36.0,Trackmania (2020),3421.89,35,14,2021-01-01
5377,37.0,Lichess,2100.0,12,3,2021-01-01
5378,38.0,Them's Fightin' Herds,1695.0,8,1,2021-01-01
5379,39.0,Fantasy Strike,1664.8,8,1,2021-01-01
5380,40.0,Power Rangers: Battle for the Grid,1500.6,8,1,2021-01-01
5381,41.0,Free Fire,1500.0,10,1,2021-01-01
5382,42.0,Granblue Fantasy: Versus,1388.25,8,5,2021-01-01
5383,43.0,Dragon Ball FighterZ,1386.75,13,4,2021-01-01
5384,44.0,Street Fighter Alpha 2,1114.69,8,1,2021-01-01
5385,45.0,Hearthstone,1000.0,4,1,2021-01-01
5386,46.0,Rushdown Revolt,995.0,8,1,2021-01-01
5387,47.0,Mortal Kombat 11,528.91,3,1,2021-01-01
5388,48.0,Tatsunoko vs. Capcom: Ultimate All-Stars,526.29,3,1,2021-01-01
5389,49.0,Under Night In-Birth Exe:Late[cl-r],521.76,12,1,2021-01-01
5390,50.0,Gears 5,500.0,8,1,2021-01-01
5391,51.0,Soul Calibur VI,452.19,3,1,2021-01-01
5392,52.0,Age of Empires Online,400.0,3,1,2021-01-01
5393,53.0,Ultimate Marvel vs. Capcom 3,390.2,3,1,2021-01-01
5394,54.0,Windjammers,349.31,3,1,2021-01-01
5395,55.0,Age of Mythology,346.0,8,4,2021-01-01
5396,56.0,Microsoft Excel,300.0,2,1,2021-01-01
5397,57.0,Street Fighter III: 3rd Strike,267.22,3,1,2021-01-01
5398,58.0,Tekken 7,261.51,3,1,2021-01-01
5399,59.0,Assetto Corsa,176.9,5,1,2021-01-01
5400,60.0,Tetris,129.41,4,1,2021-01-01
5401,61.0,osu!,121.22,3,1,2021-01-01
5402,62.0,Brawlhalla,100.0,3,1,2021-01-01
5403,63.0,Super Smash Bros. Melee,100.0,3,1,2021-01-01
5404,64.0,Artifact Classic,10.0,2,1,2021-01-01
5405,1.0,Counter-Strike: Global Offensive,1457349.14,541,26,2021-02-01
5406,2.0,Dota 2,1450000.0,377,11,2021-02-01
5407,3.0,Free Fire,412285.35,110,2,2021-02-01
5408,4.0,VALORANT,384896.23,607,36,2021-02-01
5409,5.0,Rocket League,305748.77,307,54,2021-02-01
5410,6.0,FIFA 21,295000.0,54,7,2021-02-01
5411,7.0,Apex Legends,265996.22,260,31,2021-02-01
5412,8.0,StarCraft II,265114.51,68,25,2021-02-01
5413,9.0,Call of Duty: Black Ops Cold War,117500.0,80,11,2021-02-01
5414,10.0,Chess.com,106000.0,35,5,2021-02-01
5415,11.0,chess24,100000.0,16,1,2021-02-01
5416,12.0,Call of Duty: Warzone,50350.0,25,8,2021-02-01
5417,13.0,FIFA Online 4,35416.38,30,1,2021-02-01
5418,14.0,Diabotical,33710.0,71,8,2021-02-01
5419,15.0,Brawlhalla,25175.0,29,3,2021-02-01
5420,16.0,Dirt Rally 2.0,20000.0,6,2,2021-02-01
5421,17.0,World of WarCraft,20000.0,32,2,2021-02-01
5422,18.0,Farming Simulator 19,18190.57,24,1,2021-02-01
5423,19.0,PLAYERUNKNOWN’S BATTLEGROUNDS,18113.57,16,1,2021-02-01
5424,20.0,StarCraft: Remastered,18000.0,16,1,2021-02-01
5425,21.0,Age of Empires II,17951.47,100,29,2021-02-01
5426,22.0,iRacing.com,17753.0,117,2,2021-02-01
5427,23.0,League of Legends: Wild Rift,14316.23,55,3,2021-02-01
5428,24.0,Super Smash Bros. Ultimate,12570.77,57,20,2021-02-01
5429,25.0,League of Legends,11600.2,65,3,2021-02-01
5430,26.0,Trackmania (2020),11476.71,36,19,2021-02-01
5431,27.0,Fortnite,9966.68,30,1,2021-02-01
5432,28.0,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile,7137.0,13,1,2021-02-01
5433,29.0,Age of Empires,6257.2,23,6,2021-02-01
5434,30.0,Street Fighter V: Champion Edition,2348.5,11,4,2021-02-01
5435,31.0,Lichess,2100.0,13,3,2021-02-01
5436,32.0,Gears 5,1500.0,16,3,2021-02-01
5437,33.0,Granblue Fantasy: Versus,1359.76,8,4,2021-02-01
5438,34.0,Dragon Ball FighterZ,1040.73,12,4,2021-02-01
5439,35.0,Age of Empires III,950.0,7,1,2021-02-01
5440,36.0,ARMS,816.5,11,2,2021-02-01
5441,37.0,Assetto Corsa,777.55,8,2,2021-02-01
5442,38.0,Duck Game,500.0,3,1,2021-02-01
5443,39.0,Void Racer,460.0,4,1,2021-02-01
5444,40.0,Age of Mythology,400.0,6,2,2021-02-01
5445,41.0,WarCraft III: Reforged,400.0,1,4,2021-02-01
5446,42.0,Rushdown Revolt,350.0,8,1,2021-02-01
5447,43.0,Lethal League Blaze,300.0,3,1,2021-02-01
5448,44.0,Skullgirls 2nd Encore,300.0,3,1,2021-02-01
5449,45.0,Slap City,300.0,3,1,2021-02-01
5450,46.0,Fantasy Strike,275.0,3,1,2021-02-01
5451,47.0,osu!,241.78,4,1,2021-02-01
5452,48.0,Pokkén Tournament,200.0,3,1,2021-02-01
5453,49.0,Street Fighter III: 3rd Strike,200.0,3,1,2021-02-01
5454,50.0,Tetris,187.17,8,2,2021-02-01
5455,51.0,Project Plus,175.0,3,1,2021-02-01
5456,52.0,Digimon Rumble Arena,130.0,3,1,2021-02-01
5457,53.0,Guilty Gear XX Accent Core Plus R,127.27,3,1,2021-02-01
5458,54.0,Maiden & Spell,125.0,3,1,2021-02-01
5459,55.0,Pocket Rumble,125.0,4,1,2021-02-01
5460,56.0,Guilty Gear Xrd REV 2,115.0,3,1,2021-02-01
5461,57.0,Them's Fightin' Herds,113.5,4,4,2021-02-01
5462,58.0,Acceleration of SUGURI 2,100.0,3,1,2021-02-01
5463,59.0,Dead or Alive 6,100.0,3,1,2021-02-01
5464,60.0,Koihime Enbu,100.0,3,1,2021-02-01
