,unnamed: 0.1,publishedat,channeltitle,duration,viewcount,likecount,commentcount,juego
339,339,2012-05-04,IPLLoL,121.0,416127,1907.0,361.0,League of Legends
340,340,2012-05-16,SkinSpotlights,96.0,406146,384.0,170.0,League of Legends
341,341,2012-05-29,SkinSpotlights,77.0,386940,615.0,138.0,League of Legends
342,342,2012-05-06,SkinSpotlights,98.0,370926,450.0,92.0,League of Legends
343,343,2012-05-22,DuoWanLOL,479.0,363802,2250.0,1390.0,League of Legends
344,344,2012-05-28,gluecks,430.0,363773,4491.0,889.0,League of Legends
345,345,2012-05-06,SkinSpotlights,95.0,354045,400.0,118.0,League of Legends
346,346,2012-05-30,xChinNin,255.0,347548,1361.0,1181.6572801430327,League of Legends
347,347,2012-05-16,SkinSpotlights,89.0,338843,323.0,101.0,League of Legends
348,348,2012-05-16,SkinSpotlights,92.0,320790,301.0,67.0,League of Legends
349,349,2012-05-02,3GameMasters,49.0,316356,856.0,234.0,League of Legends
350,350,2012-05-15,SkinSpotlights,77.0,306837,403.0,120.0,League of Legends
351,351,2012-05-03,SkinSpotlights,76.0,301517,559.0,144.0,League of Legends
352,352,2012-05-31,IPLLoL,167.0,300547,901.0,154.0,League of Legends
353,353,2012-05-18,IPLLoL,177.0,299290,1400.0,310.0,League of Legends
354,354,2012-05-29,Mixed Flame,242.0,288173,1869.0,642.0,League of Legends
355,355,2012-05-11,IPLLoL,160.0,280157,1905.0,251.0,League of Legends
356,356,2012-05-29,SkinSpotlights,80.0,269710,429.0,135.0,League of Legends
357,357,2012-05-10,SkinSpotlights,95.0,266112,324.0,114.0,League of Legends
358,358,2012-05-15,SkinSpotlights,74.0,258339,331.0,110.0,League of Legends
359,359,2012-05-03,Robert Andersson,127.0,246879,569.0,404.0,League of Legends
360,360,2012-05-04,Skyshock,532.0,240613,3553.0,446.0,League of Legends
361,361,2012-05-28,NakaunLoLGaming,133.0,232362,506.0,1236.0,League of Legends
362,362,2012-05-12,3GameMasters,77.0,223554,1683.0,202.0,League of Legends
363,363,2012-05-10,SkinSpotlights,88.0,215073,305.0,50.0,League of Legends
364,364,2012-05-28,NeiLalwaysLeeT,25.0,213595,908.0,210.0,League of Legends
365,365,2012-05-03,SkinSpotlights,79.0,195759,329.0,102.0,League of Legends
366,366,2012-05-15,Lucem Ferre,395.0,189844,460.0,199.0,League of Legends
367,367,2012-05-15,LeaguecraftVideos,122.0,189037,774.0,284.0,League of Legends
368,368,2012-05-14,Lucem Ferre,370.0,186896,434.0,150.0,League of Legends
369,369,2012-05-07,IPLLoL,219.0,176213,937.0,387.0,League of Legends
370,370,2012-06-01,IPLLoL,46.0,170717,569.0,288.0,League of Legends
371,371,2012-05-04,xChinNin,473.0,163289,1062.0,1181.6572801430327,League of Legends
372,372,2012-05-09,Verburner Questionmark,99.0,162454,1046.0,212.0,League of Legends
373,373,2012-05-12,Jaidefinichon GOTH,2141.0,156321,2663.0,343.0,League of Legends
374,374,2012-05-03,SkinSpotlights,79.0,154274,225.0,65.0,League of Legends
375,375,2012-05-01,xChinNin,394.0,150533,713.0,1181.6572801430327,League of Legends
376,376,2012-05-14,TheAngryHoneyBadger,918.0,141162,763.0,116.0,League of Legends
377,377,2012-05-13,NeiLalwaysLeeT,16.0,138318,586.0,89.0,League of Legends
378,378,2012-05-12,NeiLalwaysLeeT,14.0,131241,357.0,72.0,League of Legends
379,379,2012-05-23,HeyBobbyVang,212.0,128902,461.0,460.0,League of Legends
380,380,2012-05-18,IPLLoL,271.0,122806,1157.0,237.0,League of Legends
381,381,2012-05-27,Skyshock,539.0,118722,1875.0,407.0,League of Legends
382,382,2012-05-22,CodyPOV,72.0,117997,1025.0,240.0,League of Legends
383,383,2012-05-24,NeiLalwaysLeeT,21.0,110549,436.0,91.0,League of Legends
384,384,2012-06-13,League of Legends,90.0,4051252,39024.0,14632.0,League of Legends
385,385,2012-06-29,League of Legends,394.0,3350595,24159.0,5584.0,League of Legends
386,386,2012-06-26,videogamedunkey,164.0,3213972,28314.0,3682.0,League of Legends
387,387,2012-06-14,SkinSpotlights,283.0,2315348,6081.0,2646.0,League of Legends
388,388,2012-06-20,videogamedunkey,120.0,1877373,14413.0,2803.0,League of Legends
389,389,2012-06-12,videogamedunkey,104.0,1826352,17818.0,3507.0,League of Legends
390,390,2012-06-28,LeagueVoices,107.0,1562116,9353.0,1553.0,League of Legends
391,391,2012-06-12,SkinSpotlights,102.0,1263150,2207.0,1520.0,League of Legends
392,392,2012-06-22,Ken Ashcorp,179.0,1175760,9289.0,922.0,League of Legends
393,393,2012-06-25,3GameMasters,339.0,1166638,5306.0,3323.0,League of Legends
394,394,2012-06-14,Protatomonster,239.0,1043770,4525.0,1394.0,League of Legends
395,395,2012-06-26,SkinSpotlights,43.0,1035426,1994.0,1896.0,League of Legends
396,396,2012-06-09,SkinSpotlights,92.0,978786,1810.0,940.0,League of Legends
397,397,2012-06-19,Natsumiii,193.0,966366,15573.0,2731.0,League of Legends
398,398,2012-06-09,Protatomonster,241.0,939978,5046.0,1076.0,League of Legends
399,399,2012-06-24,LeagueVoices,69.0,922662,9469.0,822.0,League of Legends
400,400,2012-06-24,Protatomonster,237.0,915059,5696.0,1114.0,League of Legends
401,401,2012-06-14,SkinSpotlights,90.0,865214,1605.0,1290.0,League of Legends
402,402,2012-06-05,SkinSpotlights,154.0,811305,1797.0,561.0,League of Legends
403,403,2012-06-11,Mixed Flame,251.0,796449,3507.0,1134.0,League of Legends
404,404,2012-06-03,Protatomonster,201.0,740629,4164.0,1209.0,League of Legends
405,405,2012-06-06,SkinSpotlights,86.0,615452,759.0,140.0,League of Legends
406,406,2012-06-23,LeagueVoices,28.0,562686,5040.0,581.0,League of Legends
407,407,2012-06-23,LeagueVoices,98.0,556525,4192.0,525.0,League of Legends
408,408,2012-06-08,SkinSpotlights,107.0,511248,740.0,147.0,League of Legends
409,409,2012-06-06,SkinSpotlights,87.0,477504,644.0,203.0,League of Legends
410,410,2012-06-24,SkinSpotlights,85.0,477244,660.0,167.0,League of Legends
411,411,2012-06-28,LeagueVoices,85.0,465533,2041.0,386.0,League of Legends
412,412,2012-06-21,IPLLoL,171.0,464254,1697.0,364.0,League of Legends
413,413,2012-06-07,League of Legends,5790.0,439844,4324.0,1860.0,League of Legends
414,414,2012-06-04,SkinSpotlights,75.0,420305,676.0,283.0,League of Legends
415,415,2012-06-08,SkinSpotlights,106.0,418446,594.0,142.0,League of Legends
416,416,2012-06-23,LeagueVoices,153.0,404883,3125.0,423.0,League of Legends
417,417,2012-06-16,TheLPStylerz,256.0,378411,3595.0,606.0,League of Legends
418,418,2012-06-19,The Yordles,102.0,377804,3524.0,941.0,League of Legends
419,419,2012-06-08,Garena Thailand,33.0,375981,1970.0,508.0,League of Legends
420,420,2012-06-08,xChinNin,322.0,357825,1524.0,1181.6572801430327,League of Legends
421,421,2012-06-25,Dan Bull,106.0,348519,4088.0,926.0,League of Legends
422,422,2012-06-24,SkinSpotlights,86.0,347047,345.0,106.0,League of Legends
423,423,2012-06-23,LeagueVoices,106.0,345858,2076.0,352.0,League of Legends
424,424,2012-06-11,SkinSpotlights,80.0,332267,576.0,258.0,League of Legends
425,425,2012-06-24,SkinSpotlights,90.0,329260,312.0,66.0,League of Legends
426,426,2012-06-04,SkinSpotlights,76.0,319445,504.0,88.0,League of Legends
427,427,2012-06-06,SkinSpotlights,86.0,317343,445.0,107.0,League of Legends
428,428,2012-06-13,SkinSpotlights,81.0,312828,650.0,1007.0,League of Legends
429,429,2012-06-11,SkinSpotlights,83.0,308358,425.0,131.0,League of Legends
430,430,2012-06-23,LeagueVoices,76.0,302640,2888.0,422.0,League of Legends
431,431,2012-06-22,IPLLoL,264.0,293933,2445.0,600.0,League of Legends
432,432,2012-06-04,SkinSpotlights,77.0,282819,358.0,67.0,League of Legends
433,433,2012-06-11,SkinSpotlights,81.0,279421,429.0,115.0,League of Legends
434,434,2012-06-07,IPLLoL,169.0,275116,1787.0,213.0,League of Legends
435,435,2012-07-01,NeiLalwaysLeeT,34.0,248104,1034.0,238.0,League of Legends
436,436,2012-06-23,LeagueVoices,129.0,237524,2707.0,229.0,League of Legends
437,437,2012-06-10,3GameMasters,596.0,230834,2305.0,230.0,League of Legends
438,438,2012-06-24,Badministrator,191.0,226974,2231.0,465.0,League of Legends
439,439,2012-06-23,LeagueVoices,96.0,211985,1402.0,262.0,League of Legends
440,440,2012-06-23,LeagueVoices,74.0,208027,1725.0,224.0,League of Legends
441,441,2012-06-23,LeagueVoices,73.0,204474,1437.0,297.0,League of Legends
442,442,2012-06-19,SkinSpotlights,95.0,184944,258.0,154.0,League of Legends
443,443,2012-06-02,Verburner Questionmark,140.0,180826,1371.0,217.0,League of Legends
444,444,2012-06-23,LeagueVoices,77.0,177157,1313.0,240.0,League of Legends
445,445,2012-06-23,LeagueVoices,63.0,171315,1584.0,127.0,League of Legends
446,446,2012-06-22,Paul Merendino Jr,155.0,167939,1400.0,298.0,League of Legends
447,447,2012-06-23,LeagueVoices,79.0,162032,1349.0,118.0,League of Legends
448,448,2012-06-23,LeagueVoices,72.0,161163,719.0,166.0,League of Legends
449,449,2012-06-23,LeagueVoices,98.0,159749,1045.0,174.0,League of Legends
450,450,2012-06-23,LeagueVoices,83.0,156002,1097.0,240.0,League of Legends
451,451,2012-06-28,LeagueVoices,82.0,155022,269.0,34.0,League of Legends
452,452,2012-06-23,LeagueVoices,73.0,152174,1577.0,190.0,League of Legends
453,453,2012-06-28,LeagueVoices,62.0,151029,759.0,151.0,League of Legends
454,454,2012-06-28,LeagueVoices,89.0,145824,563.0,125.0,League of Legends
455,455,2012-06-23,LeagueVoices,177.0,142532,1503.0,225.0,League of Legends
456,456,2012-06-23,LeagueVoices,117.0,140436,1101.0,160.0,League of Legends
457,457,2012-06-28,LeagueVoices,77.0,138988,353.0,76.0,League of Legends
458,458,2012-06-23,LeagueVoices,383.0,137191,1175.0,251.0,League of Legends
459,459,2012-06-29,LeagueVoices,385.0,125382,279.0,45.0,League of Legends
460,460,2012-06-19,SkinSpotlights,95.0,121541,153.0,83.0,League of Legends
461,461,2012-06-19,SkinSpotlights,92.0,117937,147.0,93.0,League of Legends
462,462,2012-06-24,LeagueVoices,75.0,115658,572.0,137.0,League of Legends
463,463,2012-06-23,LeagueVoices,158.0,114687,895.0,135.0,League of Legends
464,464,2012-06-21,Zoomin Games,211.0,112145,456.0,1181.6572801430327,League of Legends
465,465,2012-06-29,LeagueVoices,82.0,111330,432.0,116.0,League of Legends
466,466,2012-06-23,LeagueVoices,43.0,111881,1081.0,121.0,League of Legends
467,467,2012-06-23,LeagueVoices,29.0,111281,890.0,96.0,League of Legends
468,468,2012-06-23,LeagueVoices,97.0,109705,797.0,203.0,League of Legends
469,469,2012-06-25,XMrhiragasaitoX,323.0,103955,666.0,61.0,League of Legends
470,470,2012-06-24,LeagueVoices,95.0,103504,688.0,126.0,League of Legends
471,471,2012-07-14,League of Legends,329.0,4367241,9827.0,4430.0,League of Legends
472,472,2012-07-02,League of Legends,284.0,2558054,9279.0,9744.0,League of Legends
473,473,2012-07-26,videogamedunkey,114.0,1948872,12972.0,1761.0,League of Legends
474,474,2012-07-28,SkinSpotlights,162.0,1859820,5297.0,3249.0,League of Legends
475,475,2012-07-11,videogamedunkey,181.0,1820059,10937.0,1535.0,League of Legends
476,476,2012-07-13,SkinSpotlights,114.0,1666796,3596.0,1982.0,League of Legends
477,477,2012-07-20,Alacris,113.0,1431507,10893.0,1294.0,League of Legends
478,478,2012-07-30,MilcAndCookies,465.0,1360762,10601.0,3913.0,League of Legends
479,479,2012-07-20,ProPcGamingNetwork,125.0,1177211,7408.0,942.0,League of Legends
480,480,2012-07-03,SkinSpotlights,86.0,1127811,2279.0,803.0,League of Legends
481,481,2012-07-07,Protatomonster,264.0,930844,4230.0,1145.0,League of Legends
482,482,2012-07-03,SkinSpotlights,83.0,890714,1486.0,983.0,League of Legends
483,483,2012-07-21,Protatomonster,288.0,873595,6651.0,1270.0,League of Legends
484,484,2012-07-04,League of Legends,403.0,836745,5667.0,5751.0,League of Legends
485,485,2012-07-14,Protatomonster,193.0,821706,4207.0,789.0,League of Legends
486,486,2012-07-11,Protatomonster,199.0,661977,3996.0,1337.0,League of Legends
487,487,2012-07-26,Protatomonster,191.0,640209,4050.0,1097.0,League of Legends
488,488,2012-07-19,Protatomonster,185.0,626349,4938.0,884.0,League of Legends
489,489,2012-07-31,SkinSpotlights,137.0,593691,1202.0,561.0,League of Legends
490,490,2012-07-07,LeagueVoices,101.0,586186,4310.0,898.0,League of Legends
491,491,2012-07-18,IPLLoL,175.0,558358,3161.0,653.0,League of Legends
492,492,2012-07-08,LeagueVoices,86.0,500757,11120.0,878.0,League of Legends
493,493,2012-07-09,SkinSpotlights,78.0,483711,766.0,176.0,League of Legends
494,494,2012-07-20,wowcrendor,145.0,448031,8313.0,1109.0,League of Legends
495,495,2012-07-12,xChinNin,189.0,406285,2133.0,1181.6572801430327,League of Legends
496,496,2012-07-20,Skyshock,847.0,377641,7267.0,983.0,League of Legends
497,497,2012-07-07,LeagueVoices,167.0,367162,6089.0,537.0,League of Legends
498,498,2012-07-07,LeagueVoices,111.0,360253,5394.0,625.0,League of Legends
499,499,2012-07-16,xChinNin,276.0,348946,2521.0,1181.6572801430327,League of Legends
500,500,2012-07-09,SkinSpotlights,74.0,332151,583.0,339.0,League of Legends
501,501,2012-07-06,Skyshock,575.0,310005,6908.0,2128.0,League of Legends
502,502,2012-07-28,ScottFalco,64.0,296694,4104.0,299.0,League of Legends
503,503,2012-07-20,SkinSpotlights,93.0,289391,328.0,81.0,League of Legends
504,504,2012-07-09,SkinSpotlights,75.0,286287,435.0,130.0,League of Legends
505,505,2012-07-29,Shamboozle,120.0,273118,5147.0,363.0,League of Legends
506,506,2012-07-28,LeagueVoices,94.0,255108,1893.0,421.0,League of Legends
507,507,2012-07-08,LeagueVoices,31.0,223060,2926.0,463.0,League of Legends
508,508,2012-07-08,LeagueVoices,79.0,221285,3589.0,392.0,League of Legends
509,509,2012-07-06,IPLLoL,172.0,211158,1444.0,107.0,League of Legends
510,510,2012-07-11,Colby CheeZe,775.0,205671,1263.0,413.0,League of Legends
511,511,2012-07-12,Falconshield,185.0,200159,1449.0,193.0,League of Legends
512,512,2012-07-03,BallinbeastGaming,394.0,187598,1461.0,623.0,League of Legends
513,513,2012-07-08,LeagueVoices,102.0,170110,2274.0,370.0,League of Legends
514,514,2012-07-08,LeagueVoices,67.0,159706,3672.0,243.0,League of Legends
515,515,2012-07-04,Bobby Vang,37.0,156631,825.0,164.0,League of Legends
516,516,2012-07-02,3GameMasters,72.0,145141,1177.0,163.0,League of Legends
517,517,2012-07-08,LeagueVoices,74.0,145234,2588.0,372.0,League of Legends
518,518,2012-07-08,LeagueVoices,76.0,143612,1682.0,315.0,League of Legends
519,519,2012-07-07,LeagueVoices,88.0,141556,1923.0,234.0,League of Legends
520,520,2012-07-28,MMOEarth,74.0,137144,726.0,71.0,League of Legends
521,521,2012-07-28,LeagueVoices,238.0,135524,503.0,279.0,League of Legends
522,522,2012-07-08,LeagueVoices,64.0,134567,2709.0,234.0,League of Legends
523,523,2012-07-08,LeagueVoices,170.0,128333,2407.0,326.0,League of Legends
524,524,2012-07-13,LeagueVoices,115.0,124748,734.0,153.0,League of Legends
525,525,2012-07-07,LeagueVoices,41.0,118282,453.0,77.0,League of Legends
526,526,2012-07-08,LeagueVoices,128.0,115260,2209.0,214.0,League of Legends
527,527,2012-07-17,TheAngryHoneyBadger,741.0,110349,856.0,132.0,League of Legends
528,528,2012-07-06,Falconshield,167.0,110246,963.0,128.0,League of Legends
529,529,2012-07-03,LeagueVoices,86.0,104754,226.0,68.0,League of Legends
530,530,2012-07-08,LeagueVoices,50.0,101587,2279.0,248.0,League of Legends
531,531,2012-07-08,LeagueVoices,49.0,95107,1720.0,315.0,League of Legends
532,532,2012-07-24,NeiLalwaysLeeT,19.0,93480,334.0,45.0,League of Legends
533,533,2012-07-03,LeagueVoices,82.0,91187,637.0,151.0,League of Legends
534,534,2012-07-23,MyogiWarrior34,323.0,89733,279.0,72.0,League of Legends
535,535,2012-07-08,LeagueVoices,118.0,88958,1398.0,214.0,League of Legends
536,536,2012-07-31,LeagueVoices,98.0,86748,130.0,38.0,League of Legends
537,537,2012-07-08,LeagueVoices,104.0,83503,1258.0,145.0,League of Legends
538,538,2012-07-16,JimbowuahooMB,145.0,82894,650.0,84.0,League of Legends
539,539,2012-07-08,LeagueVoices,40.0,75563,1024.0,97.0,League of Legends
540,540,2012-07-08,LeagueVoices,152.0,72131,1258.0,315.0,League of Legends
541,541,2012-07-31,KNekroGamer,802.0,71715,1304.0,205.0,League of Legends
542,542,2012-07-02,Animakelol,143.0,70700,184.0,242.0,League of Legends
543,543,2012-07-01,LeagueVoices,102.0,70074,236.0,46.0,League of Legends
544,544,2012-07-19,KNekroGamer,1166.0,69102,1068.0,159.0,League of Legends
545,545,2012-07-10,KNekroGamer,1430.0,68539,1122.0,211.0,League of Legends
546,546,2012-08-07,League of Legends,356.0,5198200,21414.0,8053.0,League of Legends
547,547,2012-08-25,League of Legends,362.0,3668059,11216.0,11337.0,League of Legends
548,548,2012-08-23,League of Legends,434.0,3324969,15344.0,4250.0,League of Legends
549,549,2012-08-16,League of Legends,374.0,3115150,16223.0,13635.0,League of Legends
550,550,2012-08-07,videogamedunkey,67.0,2508179,24912.0,8301.0,League of Legends
551,551,2012-08-28,videogamedunkey,161.0,1772674,13795.0,1961.0,League of Legends
552,552,2012-08-18,videogamedunkey,129.0,1597982,19385.0,2414.0,League of Legends
553,553,2012-08-02,Protatomonster,369.0,1580240,7643.0,6857.0,League of Legends
554,554,2012-08-30,CodyPOV,919.0,1387852,26838.0,10577.0,League of Legends
555,555,2012-08-02,League of Legends,403.0,1369647,13869.0,2963.0,League of Legends
556,556,2012-08-06,League of Legends,41.0,1140854,5281.0,2501.0,League of Legends
557,557,2012-08-22,Protatomonster,188.0,1130009,5227.0,1758.0,League of Legends
558,558,2012-08-11,Protatomonster,238.0,1121348,6223.0,1352.0,League of Legends
559,559,2012-08-10,SkinSpotlights,85.0,920320,1944.0,711.0,League of Legends
560,560,2012-08-10,CodyPOV,257.0,910197,7841.0,1578.0,League of Legends
561,561,2012-08-21,GameSpot,434.0,878869,3727.0,1196.0,League of Legends
562,562,2012-08-31,Protatomonster,161.0,878131,4713.0,740.0,League of Legends
563,563,2012-08-08,Protatomonster,224.0,790923,6613.0,1004.0,League of Legends
564,564,2012-08-30,SkinSpotlights,109.0,715162,1778.0,1037.0,League of Legends
565,565,2012-08-11,NeiLalwaysLeeT,19.0,635026,2035.0,486.0,League of Legends
566,566,2012-08-07,LeagueofLegends.pl,137.0,598533,5469.0,649.0,League of Legends
567,567,2012-08-10,LeagueVoices,200.0,556143,4077.0,1122.0,League of Legends
568,568,2012-08-10,SkinSpotlights,84.0,550275,805.0,334.0,League of Legends
569,569,2012-08-29,SkinSpotlights,115.0,525868,1937.0,757.0,League of Legends
570,570,2012-08-15,SkinSpotlights,99.0,512393,708.0,274.0,League of Legends
571,571,2012-08-14,SkinSpotlights,89.0,470852,683.0,179.0,League of Legends
572,572,2012-08-02,IPLLoL,188.0,454478,2366.0,309.0,League of Legends
573,573,2012-08-17,IPLLoL,187.0,403932,6936.0,664.0,League of Legends
574,574,2012-08-15,Falconshield,233.0,334332,2448.0,424.0,League of Legends
575,575,2012-08-03,SaNyX,58.0,328979,385.0,105.0,League of Legends
576,576,2012-08-15,Lewis Talks,366.0,320876,376.0,370.0,League of Legends
577,577,2012-08-05,AngryJoeShow,1724.0,268733,2967.0,2242.0,League of Legends
578,578,2012-08-13,grisen23456,248.0,255435,1767.0,388.0,League of Legends
579,579,2012-08-21,TheAngryHoneyBadger,931.0,235773,1903.0,319.0,League of Legends
580,580,2012-08-08,Falconshield,233.0,231690,1685.0,253.0,League of Legends
581,581,2012-08-10,bulldawg1090,32.0,218649,1649.0,349.0,League of Legends
582,582,2012-08-28,LeagueVoices,161.0,219124,1462.0,311.0,League of Legends
583,583,2012-08-24,FlareHazard,485.0,211506,526.0,237.0,League of Legends
584,584,2012-08-01,stonewall008,723.0,206965,1660.0,647.0,League of Legends
585,585,2012-08-23,IPLLoL,145.0,181020,2295.0,174.0,League of Legends
586,586,2012-09-01,TheTopLeague,100.0,178707,335.0,101.0,League of Legends
587,587,2012-08-07,GameSpot,356.0,177630,753.0,119.0,League of Legends
588,588,2012-08-08,Kill3rs4,3684.0,177154,1515.0,230.0,League of Legends
589,589,2012-08-11,LeagueVoices,58.0,169417,966.0,166.0,League of Legends
590,590,2012-08-13,TheAngryHoneyBadger,888.0,167156,947.0,208.0,League of Legends
591,591,2012-08-18,Jeremy - Gaming Curios,300.0,161330,2017.0,739.0,League of Legends
